( passenger, driver )
( 2232, 2697)
( 2025, 2697)
( 2026, 2697)
( 2293, 2697)
( 2292, 2697)
( 2288, 2697)
( 2287, 2697)
( 1317, 2697)
( 2285, 2697)
( 2284, 2697)
( 2122, 2697)
( 2194, 2697)
( 2116, 2697)
( 2119, 2697)
( 2183, 2697)
( 1251, 2697)
( 3221, 1832)
( 2182, 2697)
( 2179, 2697)
( 1249, 2697)
( 2178, 2697)
( 1248, 2697)
( 2172, 2697)
( 2129, 2697)
( 2132, 2697)
( 2163, 2697)
( 1238, 2697)
( 2136, 2697)
( 2160, 2697)
( 1236, 2697)
( 2155, 2697)
( 2213, 2697)
( 2230, 2697)
( 2075, 2697)
( 1278, 2697)
( 2080, 2697)
( 1274, 2697)
( 1273, 2697)
( 1271, 2697)
( 1269, 2697)
( 2092, 2697)
( 1979, 2697)
( 2211, 2697)
( 2210, 2697)
( 2095, 2697)
( 2205, 2697)
( 2098, 2697)
( 2099, 2697)
( 2102, 2697)
( 1262, 2697)
( 2335, 2697)
( 2308, 2697)
( 2014, 2697)
( 1992, 2697)
( 2327, 2697)
( 1984, 2697)
( 1334, 2697)
( 2326, 2697)
( 2013, 2697)
( 1349, 2697)
( 1335, 2697)
( 1357, 2697)
( 2341, 2697)
( 2001, 2697)
( 2315, 2697)
( 1988, 2697)
( 1338, 2697)
( 2009, 2697)
( 2317, 2697)
( 2018, 2697)
( 1344, 2697)
( 2349, 2697)
( 1997, 2697)
( 2350, 2697)
( 1994, 2697)
( 1995, 2697)
( 1998, 2697)
( 377, 1199)
( 2651, 1360)
( 117, 35)
( 2197, 1360)
( 1716, 1360)
( 1691, 1360)
( 2684, 1360)
( 2113, 1360)
( 299, 1199)
( 144, 2981)
( 4830, 4201)
( 92, 4236)
( 2090, 1360)
( 4839, 4228)
( 4846, 4201)
( 2390, 1360)
( 4002, 1360)
( 2689, 1360)
( 2691, 1360)
( 4858, 4201)
( 1684, 1360)
( 673, 1199)
( 3995, 4228)
( 2086, 1360)
( 1985, 1360)
( 1953, 1360)
( 374, 1199)
( 4562, 1360)
( 141, 2981)
( 2659, 1360)
( 625, 1199)
( 621, 3342)
( 630, 1199)
( 618, 1199)
( 4439, 4228)
( 4445, 585)
( 376, 1199)
( 633, 1199)
( 2660, 1360)
( 635, 1199)
( 4060, 1360)
( 2215, 1360)
( 4449, 876)
( 4065, 4228)
( 292, 1199)
( 643, 1199)
( 1708, 1360)
( 645, 1199)
( 295, 1199)
( 4030, 4228)
( 1949, 1360)
( 1699, 1360)
( 654, 1199)
( 4552, 957)
( 1990, 1360)
( 2165, 1360)
( 3883, 1360)
( 2161, 1360)
( 324, 1199)
( 1971, 1360)
( 3890, 1360)
( 745, 1199)
( 3894, 1360)
( 325, 1199)
( 1972, 1360)
( 1635, 1360)
( 2754, 1360)
( 308, 1199)
( 3905, 1360)
( 4926, 4228)
( 1637, 1360)
( 2127, 1360)
( 1639, 1360)
( 2770, 1360)
( 2150, 1360)
( 4989, 585)
( 3862, 1360)
( 4986, 4228)
( 767, 3342)
( 4524, 4228)
( 4975, 4228)
( 23, 35)
( 733, 1199)
( 3869, 1360)
( 1628, 1360)
( 760, 1199)
( 3875, 1360)
( 4962, 4228)
( 4960, 4228)
( 3881, 1360)
( 2142, 1360)
( 2710, 1360)
( 4875, 4201)
( 698, 1199)
( 4869, 4228)
( 696, 1199)
( 2380, 1360)
( 90, 35)
( 2712, 1360)
( 4864, 4201)
( 3958, 1360)
( 3973, 1360)
( 2705, 1360)
( 4419, 1360)
( 1673, 1360)
( 3983, 4228)
( 3986, 1360)
( 1675, 1360)
( 679, 1199)
( 4495, 4228)
( 726, 1199)
( 60, 35)
( 3926, 4228)
( 4902, 4228)
( 3930, 1360)
( 2125, 1360)
( 301, 1199)
( 4496, 3109)
( 2700, 1360)
( 2735, 1360)
( 334, 1199)
( 4487, 4228)
( 703, 3342)
( 3952, 1360)
( 2722, 1360)
( 2517, 1360)
( 2526, 1360)
( 2457, 1360)
( 498, 1199)
( 4241, 1360)
( 237, 1199)
( 2286, 1360)
( 409, 1199)
( 4368, 876)
( 1890, 1360)
( 4638, 4228)
( 487, 1199)
( 4367, 4228)
( 4366, 4228)
( 266, 1199)
( 485, 1199)
( 2461, 1360)
( 483, 1199)
( 226, 829)
( 4589, 1360)
( 4669, 4201)
( 517, 1199)
( 516, 1199)
( 4667, 876)
( 515, 1199)
( 2539, 1360)
( 480, 1199)
( 2535, 1360)
( 4226, 4228)
( 4375, 4228)
( 4658, 4228)
( 234, 1199)
( 505, 3342)
( 1832, 1360)
( 253, 1199)
( 4304, 4228)
( 252, 1199)
( 4317, 4228)
( 445, 1199)
( 4319, 4228)
( 4321, 4228)
( 2015, 1360)
( 458, 1199)
( 4611, 4228)
( 1869, 1360)
( 420, 1199)
( 4329, 4228)
( 2017, 1360)
( 257, 1199)
( 433, 1199)
( 429, 1199)
( 470, 1199)
( 478, 1199)
( 2023, 1360)
( 2507, 1360)
( 1851, 1360)
( 1853, 1360)
( 473, 1199)
( 247, 3342)
( 1226, 1360)
( 4670, 4228)
( 4285, 1360)
( 2019, 1360)
( 2303, 1360)
( 1856, 1360)
( 1857, 1360)
( 2495, 1360)
( 4351, 4228)
( 2244, 1360)
( 4120, 1360)
( 4121, 1360)
( 2241, 1360)
( 2328, 1360)
( 1757, 1360)
( 4741, 4201)
( 2602, 1360)
( 576, 1199)
( 2329, 1360)
( 4738, 4228)
( 170, 2981)
( 1766, 1360)
( 177, 2981)
( 392, 1199)
( 1770, 1360)
( 1773, 1360)
( 2594, 1360)
( 423, 1199)
( 4775, 4201)
( 4773, 4201)
( 378, 1199)
( 2229, 1360)
( 4092, 1360)
( 287, 829)
( 1724, 1360)
( 1726, 1360)
( 1915, 1360)
( 2068, 1360)
( 591, 1199)
( 4407, 957)
( 587, 1199)
( 2620, 1360)
( 2619, 1360)
( 1746, 1360)
( 536, 1199)
( 4169, 1360)
( 403, 1199)
( 4687, 4228)
( 4174, 1360)
( 545, 1199)
( 542, 1199)
( 538, 1199)
( 206, 1199)
( 4681, 4228)
( 4185, 4228)
( 534, 1199)
( 4679, 4228)
( 2043, 1360)
( 2276, 1360)
( 524, 1199)
( 4699, 4228)
( 185, 2981)
( 397, 1199)
( 4717, 4228)
( 1908, 1360)
( 2053, 1360)
( 1999, 1360)
( 4146, 1360)
( 279, 1199)
( 288, 829)
( 1789, 1360)
( 4155, 1360)
( 2571, 1360)
( 4388, 1360)
( 553, 1199)
( 3159, 1360)
( 3761, 1360)
( 1404, 1360)
( 1409, 1360)
( 982, 1199)
( 1411, 1360)
( 980, 1199)
( 3753, 1360)
( 979, 1360)
( 976, 1360)
( 3375, 1360)
( 1417, 1360)
( 3154, 1360)
( 3155, 1360)
( 3762, 1360)
( 3743, 1360)
( 1121, 1360)
( 3363, 1360)
( 3201, 1360)
( 1122, 1360)
( 965, 1360)
( 964, 1360)
( 960, 1360)
( 854, 4249)
( 1537, 1360)
( 1124, 1360)
( 1304, 1360)
( 3589, 1360)
( 827, 1199)
( 1327, 1360)
( 3794, 1360)
( 3047, 876)
( 1323, 1360)
( 3214, 1360)
( 3519, 1360)
( 1579, 1360)
( 1181, 1360)
( 822, 1360)
( 1002, 1360)
( 1397, 1360)
( 1571, 1360)
( 1570, 1360)
( 858, 1360)
( 3776, 4228)
( 997, 1360)
( 1178, 1360)
( 1258, 1360)
( 832, 4249)
( 1399, 1360)
( 833, 1360)
( 1401, 1360)
( 834, 3342)
( 2842, 1360)
( 990, 1360)
( 987, 1360)
( 1289, 1360)
( 3695, 4228)
( 879, 1199)
( 931, 1199)
( 3687, 4228)
( 1460, 1360)
( 2964, 1360)
( 889, 1199)
( 1508, 1360)
( 1146, 1360)
( 2924, 876)
( 3177, 1360)
( 1504, 1360)
( 1293, 1360)
( 2905, 1360)
( 2928, 1360)
( 1503, 1360)
( 919, 1360)
( 1500, 1360)
( 1144, 1360)
( 3342, 1360)
( 1474, 4249)
( 1491, 4249)
( 1490, 1360)
( 2936, 1360)
( 1141, 1360)
( 907, 1199)
( 914, 1360)
( 1128, 4249)
( 1427, 1360)
( 1429, 1360)
( 3166, 1360)
( 1430, 1360)
( 3597, 1360)
( 1535, 1360)
( 3316, 1360)
( 942, 1360)
( 865, 1360)
( 1158, 1360)
( 2987, 1360)
( 866, 1199)
( 3188, 1360)
( 3110, 1360)
( 1441, 1360)
( 1279, 1360)
( 1449, 1360)
( 1149, 1360)
( 874, 1199)
( 876, 4249)
( 934, 1360)
( 1129, 1360)
( 1452, 1360)
( 1520, 1360)
( 932, 1360)
( 1280, 1360)
( 778, 1360)
( 3473, 1360)
( 3846, 4228)
( 3480, 1360)
( 3277, 1360)
( 1219, 1360)
( 1023, 1360)
( 1089, 1360)
( 1043, 1360)
( 1613, 1360)
( 1223, 1360)
( 3409, 1360)
( 3085, 876)
( 3422, 1360)
( 804, 1199)
( 1360, 1360)
( 1190, 1360)
( 3413, 1360)
( 3068, 1360)
( 3415, 1360)
( 1082, 1360)
( 1047, 1360)
( 2791, 1360)
( 1246, 1360)
( 1070, 1360)
( 1370, 1360)
( 3811, 4228)
( 3812, 1360)
( 1050, 1360)
( 3479, 1360)
( 1033, 1360)
( 3079, 1360)
( 3084, 4228)
( 1094, 1360)
( 3835, 1360)
( 3058, 1360)
( 3482, 1360)
( 771, 1199)
( 1040, 4249)
( 790, 1199)
( 3111, 1360)
( 2799, 1360)
( 3218, 1360)
( 1348, 1360)
( 1012, 1360)
( 1342, 1360)
( 3061, 876)
( 1039, 1360)
( 3484, 1360)
( 1091, 1360)
( 794, 4249)
( 3103, 1360)
( 787, 1360)
( 1046, 2390)
( 810, 1199)
( 795, 1360)
( 1045, 1360)
( 1057, 1360)
( 808, 3342)
( 3481, 1360)
( 3848, 1360)
( 513, 4869)
( 312, 286)
( 1450, 4869)
( 4536, 917)
( 305, 3125)
( 2978, 296)
( 4518, 917)
( 489, 3125)
( 490, 3187)
( 493, 3187)
( 317, 3125)
( 4521, 2060)
( 1361, 1147)
( 2520, 3485)
( 2255, 4869)
( 2257, 4869)
( 3351, 917)
( 4713, 917)
( 499, 4869)
( 500, 4869)
( 501, 4869)
( 4233, 917)
( 3648, 917)
( 4203, 917)
( 2337, 2047)
( 526, 1452)
( 291, 3619)
( 290, 3619)
( 4197, 917)
( 1069, 1147)
( 171, 3921)
( 532, 4869)
( 2338, 2047)
( 1062, 4869)
( 535, 4869)
( 4187, 917)
( 4742, 296)
( 514, 3187)
( 540, 4869)
( 3655, 917)
( 912, 4869)
( 2251, 4869)
( 3629, 917)
( 4539, 917)
( 1982, 4869)
( 188, 3619)
( 2347, 4869)
( 4721, 2060)
( 1359, 1147)
( 930, 1147)
( 4538, 2060)
( 2006, 4869)
( 298, 1147)
( 1131, 4869)
( 1465, 4869)
( 520, 4869)
( 522, 4869)
( 4576, 4199)
( 3454, 296)
( 3547, 917)
( 4379, 917)
( 364, 3125)
( 363, 3125)
( 3064, 4869)
( 235, 3619)
( 3381, 917)
( 354, 3125)
( 992, 1147)
( 991, 4869)
( 256, 3619)
( 4649, 2060)
( 4363, 2060)
( 3379, 917)
( 415, 4869)
( 417, 3125)
( 1113, 4869)
( 419, 3125)
( 4348, 917)
( 3560, 917)
( 1879, 2047)
( 1004, 4869)
( 1928, 4869)
( 2021, 4869)
( 1325, 1147)
( 1389, 4869)
( 2425, 4869)
( 388, 3125)
( 3059, 296)
( 243, 3619)
( 1007, 4869)
( 3525, 917)
( 428, 4869)
( 1910, 4869)
( 1933, 4869)
( 4387, 2889)
( 3138, 4869)
( 1019, 1147)
( 405, 3125)
( 3386, 917)
( 365, 3125)
( 2267, 4869)
( 328, 3125)
( 3428, 917)
( 465, 3125)
( 467, 4869)
( 4289, 2060)
( 469, 4869)
( 3051, 4869)
( 204, 3619)
( 3354, 917)
( 323, 3125)
( 1420, 4869)
( 322, 3125)
( 2363, 2047)
( 477, 3125)
( 3000, 296)
( 1431, 4869)
( 1849, 4869)
( 4262, 917)
( 2995, 4869)
( 3113, 917)
( 2312, 4869)
( 4663, 2060)
( 4597, 917)
( 228, 1452)
( 3376, 3485)
( 1864, 2047)
( 3152, 917)
( 3153, 917)
( 1960, 4869)
( 4253, 4199)
( 1862, 4869)
( 2374, 2047)
( 332, 3125)
( 331, 3125)
( 3361, 917)
( 455, 3125)
( 3011, 296)
( 270, 3619)
( 1123, 1147)
( 2091, 4869)
( 2853, 2047)
( 1580, 4457)
( 607, 3187)
( 606, 1147)
( 2742, 4869)
( 1589, 4869)
( 1644, 4869)
( 1534, 1147)
( 4845, 2060)
( 4025, 917)
( 3821, 917)
( 4088, 917)
( 1700, 4869)
( 2852, 2047)
( 2854, 4869)
( 3980, 917)
( 2702, 4869)
( 2677, 4869)
( 3229, 917)
( 4091, 917)
( 597, 4869)
( 657, 3187)
( 2749, 4869)
( 793, 1147)
( 4102, 2060)
( 1206, 1147)
( 2224, 2047)
( 3907, 917)
( 2820, 4869)
( 1188, 4869)
( 3955, 917)
( 638, 4869)
( 3747, 917)
( 1658, 1147)
( 2206, 2047)
( 3203, 917)
( 1252, 4869)
( 693, 3187)
( 1194, 4869)
( 4040, 917)
( 1656, 3074)
( 869, 1147)
( 2875, 917)
( 2732, 2047)
( 1651, 4869)
( 2714, 4869)
( 3308, 917)
( 1184, 4869)
( 1198, 4869)
( 4898, 2060)
( 1581, 4457)
( 1559, 4869)
( 1586, 4457)
( 718, 4869)
( 720, 4457)
( 4032, 4199)
( 4967, 2060)
( 2766, 4199)
( 1795, 4457)
( 4976, 2060)
( 903, 4869)
( 4153, 2720)
( 2154, 4869)
( 749, 4869)
( 164, 3619)
( 556, 4869)
( 2699, 4869)
( 1604, 1147)
( 2237, 2047)
( 1607, 4457)
( 2920, 4869)
( 159, 3619)
( 2108, 4869)
( 2111, 2047)
( 761, 4869)
( 555, 4869)
( 776, 4869)
( 551, 4869)
( 1797, 2047)
( 2698, 2047)
( 4170, 917)
( 4991, 2060)
( 3660, 917)
( 547, 3187)
( 2830, 917)
( 1484, 4457)
( 151, 3921)
( 2901, 917)
( 2904, 296)
( 581, 4869)
( 4828, 2060)
( 120, 2125)
( 877, 4869)
( 2685, 4869)
( 4115, 2720)
( 41, 1105)
( 1765, 4869)
( 1516, 1727)
( 586, 4869)
( 2828, 2047)
( 739, 4869)
( 2198, 4869)
( 871, 1147)
( 744, 3187)
( 2105, 2047)
( 157, 3619)
( 2415, 4191)
( 1321, 273)
( 1104, 273)
( 2943, 4191)
( 3523, 4111)
( 4632, 4111)
( 371, 3690)
( 4385, 2588)
( 1092, 273)
( 2411, 4191)
( 1901, 273)
( 2184, 4191)
( 688, 273)
( 1670, 273)
( 2029, 4191)
( 3792, 4111)
( 816, 273)
( 1003, 273)
( 821, 273)
( 382, 3690)
( 2442, 4191)
( 1015, 273)
( 248, 2677)
( 1387, 273)
( 1106, 273)
( 4843, 4111)
( 394, 3690)
( 1000, 273)
( 393, 3690)
( 1931, 273)
( 2324, 4191)
( 3115, 4191)
( 2318, 2341)
( 3087, 1979)
( 4507, 4111)
( 2365, 4191)
( 276, 131)
( 731, 273)
( 1241, 273)
( 318, 3690)
( 737, 2341)
( 741, 273)
( 315, 3690)
( 1216, 273)
( 1237, 273)
( 313, 3690)
( 728, 273)
( 4944, 4111)
( 310, 3690)
( 31, 173)
( 785, 273)
( 3256, 2588)
( 2759, 4191)
( 746, 2341)
( 303, 131)
( 3839, 4191)
( 1055, 273)
( 1355, 273)
( 4574, 4111)
( 4980, 3565)
( 3439, 4111)
( 2146, 4191)
( 343, 3690)
( 3222, 1979)
( 361, 3690)
( 3405, 4111)
( 3807, 4111)
( 3066, 4191)
( 356, 3690)
( 355, 3690)
( 1086, 273)
( 2398, 4191)
( 2397, 2341)
( 351, 3690)
( 1585, 273)
( 2393, 4191)
( 4604, 4111)
( 1196, 2341)
( 367, 3690)
( 1950, 273)
( 263, 113)
( 1647, 4677)
( 1368, 273)
( 4482, 2588)
( 4485, 4111)
( 268, 131)
( 3267, 4191)
( 1961, 273)
( 2375, 4191)
( 723, 273)
( 4915, 4111)
( 4921, 4191)
( 3921, 4111)
( 3920, 4111)
( 628, 273)
( 4066, 4111)
( 1714, 273)
( 4793, 2588)
( 3714, 4111)
( 853, 273)
( 495, 3690)
( 1735, 273)
( 1741, 273)
( 4238, 4111)
( 1418, 273)
( 1835, 273)
( 4055, 4191)
( 3163, 4191)
( 4309, 4111)
( 4770, 4111)
( 216, 2677)
( 131, 2677)
( 1298, 273)
( 1863, 273)
( 1754, 273)
( 4213, 4111)
( 4759, 4191)
( 636, 273)
( 3147, 4111)
( 611, 3690)
( 953, 273)
( 2646, 4191)
( 4080, 1979)
( 605, 2341)
( 1722, 1979)
( 481, 3690)
( 4264, 4111)
( 864, 273)
( 3602, 4111)
( 2049, 273)
( 886, 273)
( 944, 273)
( 2991, 4191)
( 2268, 4191)
( 4284, 4111)
( 958, 273)
( 3610, 4191)
( 3726, 4111)
( 468, 3690)
( 4288, 4111)
( 138, 2677)
( 1536, 273)
( 1288, 273)
( 530, 273)
( 3558, 4191)
( 167, 2677)
( 2101, 273)
( 840, 273)
( 418, 3690)
( 652, 273)
( 3553, 4191)
( 1807, 273)
( 413, 3690)
( 3028, 2588)
( 412, 3690)
( 1467, 273)
( 1566, 273)
( 1799, 273)
( 410, 3690)
( 4656, 4111)
( 537, 273)
( 1800, 273)
( 4006, 4191)
( 828, 273)
( 2692, 4191)
( 1805, 273)
( 546, 273)
( 163, 2677)
( 1868, 273)
( 2481, 4191)
( 227, 2677)
( 180, 2677)
( 165, 2677)
( 432, 3690)
( 4152, 1979)
( 1172, 273)
( 3754, 4191)
( 1470, 273)
( 3240, 1403)
( 750, 1253)
( 3639, 1403)
( 766, 4264)
( 2077, 1403)
( 2559, 4264)
( 1079, 4919)
( 3692, 1403)
( 4502, 2297)
( 4131, 3258)
( 1286, 4919)
( 757, 4486)
( 302, 4266)
( 2534, 1403)
( 4186, 1403)
( 1059, 4919)
( 3091, 3674)
( 596, 4962)
( 2783, 1403)
( 3095, 4281)
( 2747, 1403)
( 2354, 1403)
( 1839, 4919)
( 2355, 3258)
( 1706, 3258)
( 1659, 4962)
( 221, 1253)
( 3014, 3258)
( 724, 4264)
( 366, 4486)
( 4046, 3258)
( 223, 4266)
( 368, 4486)
( 4871, 2297)
( 437, 4486)
( 975, 4281)
( 842, 4486)
( 2713, 1403)
( 4619, 3674)
( 229, 1253)
( 3803, 1403)
( 3562, 3258)
( 2037, 530)
( 384, 4486)
( 231, 4266)
( 3984, 4281)
( 1402, 4919)
( 680, 4486)
( 411, 4486)
( 4657, 4546)
( 232, 1970)
( 668, 4486)
( 3532, 3258)
( 3997, 3258)
( 1572, 4919)
( 1541, 3674)
( 2881, 1403)
( 472, 4486)
( 722, 4486)
( 857, 4919)
( 471, 4486)
( 1199, 4919)
( 4071, 3258)
( 3784, 3258)
( 1080, 4919)
( 2389, 4919)
( 4297, 3258)
( 73, 3289)
( 620, 1253)
( 359, 4486)
( 357, 4486)
( 2272, 4919)
( 2274, 4919)
( 456, 4486)
( 4795, 2297)
( 4810, 3900)
( 192, 2427)
( 1075, 1960)
( 233, 2427)
( 4800, 4042)
( 1261, 2760)
( 2071, 2760)
( 2048, 2760)
( 182, 2427)
( 2171, 2760)
( 1231, 2723)
( 2063, 2873)
( 1159, 2760)
( 1150, 2760)
( 158, 4102)
( 254, 2427)
( 249, 2427)
( 258, 2427)
( 1276, 2723)
( 1169, 2723)
( 4867, 4042)
( 677, 2760)
( 339, 802)
( 2993, 1960)
( 1596, 2873)
( 347, 802)
( 350, 802)
( 4195, 4042)
( 358, 802)
( 379, 802)
( 1861, 2873)
( 684, 2760)
( 2825, 2873)
( 386, 802)
( 507, 2723)
( 662, 802)
( 557, 2760)
( 2580, 2760)
( 444, 802)
( 4056, 484)
( 3015, 484)
( 4093, 4042)
( 1727, 2760)
( 3709, 4042)
( 1781, 2760)
( 895, 2760)
( 888, 2723)
( 338, 802)
( 743, 2760)
( 1052, 2760)
( 4222, 484)
( 786, 2760)
( 938, 2760)
( 2465, 1660)
( 215, 2550)
( 3238, 108)
( 1284, 1660)
( 3773, 108)
( 449, 2276)
( 184, 1906)
( 278, 2550)
( 1066, 1660)
( 4673, 948)
( 196, 1906)
( 1732, 1660)
( 3141, 3171)
( 4577, 135)
( 508, 2550)
( 3729, 108)
( 993, 2276)
( 3335, 108)
( 1270, 1660)
( 3706, 108)
( 3446, 108)
( 3443, 108)
( 4509, 135)
( 734, 1660)
( 3590, 108)
( 3171, 108)
( 259, 2550)
( 4283, 108)
( 463, 2550)
( 330, 2550)
( 1337, 2233)
( 2270, 1660)
( 1140, 1660)
( 4945, 135)
( 3652, 108)
( 4840, 108)
( 4504, 3171)
( 2260, 3646)
( 4570, 1175)
( 2968, 1175)
( 4261, 1175)
( 1468, 3646)
( 4307, 1175)
( 1825, 3646)
( 3575, 1175)
( 160, 3737)
( 2492, 1175)
( 1496, 3646)
( 3671, 1175)
( 208, 2592)
( 210, 2592)
( 3938, 1175)
( 2717, 1175)
( 3961, 1175)
( 3393, 1175)
( 341, 4809)
( 4931, 1175)
( 4636, 1175)
( 3832, 1175)
( 17, 4666)
( 3243, 1175)
( 807, 3646)
( 1267, 3646)
( 4893, 1175)
( 4459, 1175)
( 4998, 1175)
( 1744, 3646)
( 4112, 1175)
( 3330, 1175)
( 2731, 3026)
( 2813, 3026)
( 2720, 3026)
( 1588, 3026)
( 2962, 3026)
( 28, 3948)
( 1608, 3026)
( 3865, 3026)
( 7, 3948)
( 1295, 1286)
( 769, 1286)
( 3763, 3026)
( 4762, 3026)
( 609, 1415)
( 1268, 3026)
( 851, 4007)
( 3737, 3026)
( 3748, 3026)
( 1171, 1415)
( 1264, 4007)
( 1473, 1286)
( 4012, 3026)
( 4182, 3026)
( 1255, 4007)
( 4740, 4382)
( 3969, 3026)
( 813, 1415)
( 916, 4007)
( 85, 3948)
( 3806, 3026)
( 214, 1914)
( 3546, 3026)
( 3380, 3026)
( 4376, 3026)
( 1416, 4007)
( 3391, 3026)
( 2042, 4007)
( 967, 1415)
( 4312, 3026)
( 1018, 1415)
( 454, 1415)
( 4465, 3026)
( 4286, 3026)
( 201, 4170)
( 1343, 4007)
( 1065, 4007)
( 1054, 4007)
( 1038, 229)
( 4835, 2181)
( 1968, 1993)
( 3831, 1993)
( 4983, 774)
( 601, 4462)
( 3382, 1993)
( 4642, 774)
( 1701, 1993)
( 2030, 1993)
( 753, 80)
( 22, 4380)
( 4818, 774)
( 1256, 4462)
( 1027, 80)
( 1923, 80)
( 4942, 2181)
( 24, 4380)
( 4855, 2181)
( 3220, 1993)
( 4418, 774)
( 2416, 1993)
( 748, 80)
( 4624, 774)
( 27, 4380)
( 1025, 80)
( 1820, 1993)
( 972, 80)
( 154, 1456)
( 4339, 1993)
( 380, 633)
( 34, 3284)
( 1554, 1041)
( 4693, 3054)
( 2321, 1041)
( 4648, 3054)
( 2261, 1041)
( 106, 3284)
( 4008, 3054)
( 3295, 3054)
( 13, 3284)
( 1877, 4822)
( 2772, 4822)
( 4486, 3054)
( 168, 2695)
( 48, 2118)
( 36, 2118)
( 1201, 4174)
( 4833, 139)
( 2378, 4174)
( 970, 4921)
( 63, 2118)
( 2448, 4174)
( 3288, 640)
( 75, 2118)
( 74, 2118)
( 1331, 4174)
( 774, 2708)
( 103, 2118)
( 4089, 4776)
( 142, 221)
( 70, 2118)
( 4675, 139)
( 474, 4921)
( 1576, 4009)
( 717, 2708)
( 430, 4921)
( 110, 4149)
( 1650, 1876)
( 686, 1876)
( 64, 3059)
( 447, 4800)
( 937, 1876)
( 1406, 1876)
( 4042, 4782)
( 35, 4149)
( 1217, 849)
( 617, 4800)
( 197, 1726)
( 3858, 2652)
( 1525, 1876)
( 3, 4149)
( 4731, 2652)
( 1475, 2147)
( 319, 3290)
( 3897, 2497)
( 3942, 2497)
( 69, 2985)
( 3665, 2497)
( 381, 3290)
( 4645, 2497)
( 799, 2147)
( 3681, 4683)
( 3587, 4683)
( 3908, 2497)
( 4036, 2497)
( 37, 3753)
( 2427, 4059)
( 1709, 4059)
( 3949, 1426)
( 3235, 1426)
( 4202, 1985)
( 3578, 3417)
( 4767, 1985)
( 3086, 1426)
( 59, 26)
( 26, 26)
( 82, 26)
( 3880, 1985)
( 4480, 1985)
( 5, 763)
( 4531, 3417)
( 2055, 3697)
( 4468, 1985)
( 56, 26)
( 3845, 3417)
( 4315, 3417)
( 3327, 1985)
( 4361, 1426)
( 4771, 1985)
( 3038, 1426)
( 3388, 1426)
( 4650, 1985)
( 2439, 3850)
( 4373, 1985)
( 4124, 1426)
( 161, 1969)
( 107, 26)
( 1312, 2925)
( 4752, 408)
( 38, 231)
( 3270, 408)
( 4806, 408)
( 1711, 2925)
( 2208, 408)
( 1561, 2925)
( 1083, 2925)
( 94, 231)
( 4914, 408)
( 3042, 408)
( 55, 231)
( 54, 231)
( 47, 231)
( 49, 231)
( 115, 860)
( 114, 860)
( 51, 231)
( 4711, 408)
( 12, 231)
( 1730, 2925)
( 83, 4490)
( 3707, 408)
( 11, 231)
( 10, 231)
( 16, 231)
( 79, 231)
( 814, 3936)
( 89, 231)
( 76, 231)
( 933, 3936)
( 101, 231)
( 695, 3936)
( 3893, 408)
( 337, 2265)
( 44, 1787)
( 4, 2842)
( 43, 1787)
( 42, 1787)
( 15, 1787)
( 2667, 4396)
( 39, 1787)
( 19, 1787)
( 20, 1787)
( 21, 1787)
( 4083, 2173)
( 33, 1787)
( 998, 4396)
( 3478, 2897)
( 71, 1787)
( 84, 1787)
( 66, 1787)
( 4866, 2897)
( 105, 1787)
( 108, 1787)
( 109, 1787)
( 111, 1787)
( 725, 2265)
( 58, 1787)
( 99, 1787)
( 102, 1787)
( 100, 1787)
( 2395, 4396)
( 88, 1787)
( 78, 4196)
( 72, 4196)
( 40, 4196)
( 3347, 4309)
( 18, 4196)
( 80, 4196)
( 4272, 1048)
( 25, 4196)
( 68, 4196)
( 61, 3879)
( 1733, 4309)
( 4987, 1048)
( 86, 4196)
( 1211, 4309)
( 9, 4196)
( 113, 4196)
( 93, 4196)
( 53, 4196)
( 6, 4950)
( 598, 4851)
( 8, 4950)
( 4647, 4732)
( 4595, 4732)
( 29, 4950)
( 57, 4950)
( 104, 4950)
( 97, 3183)
( 52, 3183)
( 87, 3183)
( 2715, 4397)
( 531, 1769)
( 91, 3183)
( 629, 1769)
( 98, 3183)
( 996, 4596)
( 81, 47)
( 1419, 827)
( 4807, 4627)
( 1096, 2660)
( 3045, 827)
( 46, 47)
( 112, 3374)
( 4136, 3393)
( 95, 47)
( 2880, 2812)
( 65, 1078)
( 96, 1078)
( 30, 2984)
( 116, 1078)
( 50, 1308)
( 1, 1962)
( 3324, 1)
( 3063, 2028)
( 4884, 4455)
( 3062, 1729)
( 582, 1353)
